game_id,season,week,home_team,away_team,full_spread,full_total,full_home_points,full_away_points,1h_spread,1h_total,1h_home_points,1h_away_points,spread_half_naive,total_half_naive,spread_dev,total_dev
401761653,2025,12,UL Monroe,South Alabama,4.0,49.5,14,26,2.5,24.5,14,7,2.0,24.75,0.5,-0.25
401752907,2025,12,USC,Iowa,-6.5,48.5,26,21,-3.5,23.5,10,21,-3.25,24.25,-0.25,-0.75
401752765,2025,12,Alabama,Oklahoma,-6.5,45.5,21,23,-3.5,22.5,14,17,-3.25,22.75,-0.25,-0.25
401752906,2025,12,Illinois,Maryland,-15.5,51.5,24,6,-8.5,26.5,14,6,-7.75,25.75,-0.75,0.75
401756953,2025,12,Texas Tech,UCF,-24.5,48.5,48,9,-13.5,25.5,38,2,-12.25,24.25,-1.25,1.25
401757303,2025,12,Western Kentucky,Middle Tennessee,-13.5,51.5,42,26,-7.5,26.5,21,10,-6.75,25.75,-0.75,0.75
401754592,2025,12,Boston College,Georgia Tech,16.5,61.5,34,36,9.5,30.5,14,14,8.25,30.75,1.25,-0.25
401761654,2025,12,Southern Miss,Texas State,-3.0,65.5,14,41,-2.5,32.5,0,27,-1.5,32.75,-1.0,-0.25
401762509,2025,12,Tulane,Florida Atlantic,-16.5,60.5,35,24,-9.5,30.5,21,10,-8.25,30.25,-1.25,0.25
401762508,2025,12,East Carolina,Memphis,-3.0,56.5,31,27,-1.5,28.5,10,17,-1.5,28.25,0.0,0.25
401752771,2025,12,Tennessee,New Mexico State,-41.5,59.5,42,9,-26.5,34.5,21,3,-20.75,29.75,-5.75,4.75
401754596,2025,12,Wake Forest,North Carolina,-3.5,37.5,28,12,-2.5,17.5,14,6,-1.75,18.75,-0.75,-1.25
401757301,2025,12,Florida International,Liberty,2.5,51.5,34,27,0.5,24.5,17,21,1.25,25.75,-0.75,-1.25
401761650,2025,12,Georgia Southern,Coastal Carolina,-3.0,59.5,45,40,-2.5,30.5,35,27,-1.5,29.75,-1.0,0.75
401760414,2025,12,UNLV,Utah State,-4.5,68.5,29,26,-3.5,34.5,10,13,-2.25,34.25,-1.25,0.25
401752902,2025,12,Washington,Purdue,-14.5,51.5,49,13,-8.5,25.5,28,0,-7.25,25.75,-1.25,-0.25
401752769,2025,12,Ole Miss,Florida,-10.5,53.5,34,24,-6.5,27.5,20,24,-5.25,26.75,-1.25,0.75
401756949,2025,12,Baylor,Utah,9.5,60.5,28,55,5.5,30.5,17,28,4.75,30.25,0.75,0.25
401757300,2025,12,Sam Houston,Delaware,11.5,56.5,26,23,6.5,28.5,10,10,5.75,28.25,0.75,0.25
401752766,2025,12,Georgia,Texas,-3.5,50.5,35,10,-1.5,24.5,14,3,-1.75,25.25,0.25,-0.75
401752900,2025,12,Ohio State,UCLA,-33.5,46.5,48,10,-20.5,26.5,27,0,-16.75,23.25,-3.75,3.25
401754594,2025,12,Florida State,Virginia Tech,-13.5,53.5,34,14,-7.5,27.5,10,7,-6.75,26.75,-0.75,0.75
401752770,2025,12,Missouri,Mississippi State,-7.5,50.5,49,27,-3.5,24.5,21,10,-3.75,25.25,0.25,-0.75
401757302,2025,12,Jacksonville State,Kennesaw State,3.5,56.5,35,26,2.5,27.5,22,10,1.75,28.25,0.75,-0.75
401752953,2025,12,Washington State,Louisiana Tech,-10.0,43.5,28,3,-6.5,21.5,14,3,-5.0,21.75,-1.5,-0.25
401756950,2025,12,BYU,TCU,-3.0,51.5,44,13,-1.5,26.5,27,10,-1.5,25.75,0.0,0.75
401760412,2025,12,Fresno State,Wyoming,-3.0,40.5,24,3,-1.5,19.5,10,3,-1.5,20.25,0.0,-0.75
401760410,2025,12,San Diego State,Boise State,-1.5,41.5,17,7,-0.5,20.5,14,7,-0.75,20.75,0.25,-0.25
401762864,2025,13,Northern Illinois,Western Michigan,7.0,39.5,19,35,3.5,19.5,13,14,3.5,19.75,0.0,-0.25
401762862,2025,13,Bowling Green,Akron,-2.5,47.5,16,19,-0.5,23.5,6,6,-1.25,23.75,0.75,-0.25
401762865,2025,13,Buffalo,Miami (OH),2.5,38.5,20,37,0.5,19.5,10,17,1.25,19.25,-0.75,0.25
401762866,2025,13,Kent State,Central Michigan,7.5,50.5,16,28,4.5,24.5,3,14,3.75,25.25,0.75,-0.75
401761655,2025,13,Arkansas State,Louisiana,-2.5,54.5,30,34,-1.5,26.5,27,24,-1.25,27.25,-0.25,-0.75
401760418,2025,13,UNLV,Hawai'i,-2.5,64.5,38,10,-1.5,31.5,24,10,-1.25,32.25,-0.25,-0.75
401752909,2025,13,Northwestern,Minnesota,-4.0,41.0,38,35,-2.5,19.5,13,21,-2.0,20.5,-0.5,-1.0
401756958,2025,13,Iowa State,Kansas,-3.0,55.5,38,14,-2.5,27.5,17,0,-1.5,27.75,-1.0,-0.25
401752778,2025,13,Oklahoma,Missouri,-4.5,42.5,17,6,-3.5,20.5,14,6,-2.25,21.25,-1.25,-0.75
401754606,2025,13,Wake Forest,Delaware,-17.5,49.5,52,14,-9.5,26.5,35,7,-8.75,24.75,-0.75,1.75
401752781,2025,13,Texas A&M,Samford,-54.5,59.5,48,0,-28.5,33.5,31,0,-27.25,29.75,-1.25,3.75
401752912,2025,13,Ohio State,Rutgers,-29.0,54.0,42,9,-17.5,29.5,14,3,-14.5,27.0,-3.0,2.5
401754602,2025,13,SMU,Louisville,-4.0,49.5,38,6,-2.5,23.5,21,6,-2.0,24.75,-0.5,-1.25
401754603,2025,13,Virginia Tech,Miami,18.5,49.0,17,34,9.5,25.5,3,20,9.25,24.5,0.25,1.0
401762512,2025,13,Army,Tulsa,-10.0,43.5,25,26,-5.5,21.5,22,14,-5.0,21.75,-0.5,-0.25
401752776,2025,13,Georgia,Charlotte,-42.5,53.5,35,3,-26.5,31.5,28,3,-21.25,26.75,-5.25,4.75
401752954,2025,13,James Madison,Washington State,-15.0,44.5,24,20,-8.5,22.5,10,17,-7.5,22.25,-1.0,0.25
401756954,2025,13,Arizona,Baylor,-6.5,61.5,41,17,-3.5,30.5,14,17,-3.25,30.75,-0.25,-0.25
401761657,2025,13,Georgia Southern,Old Dominion,10.0,62.0,10,45,6.5,31.5,0,31,5.0,31.0,1.5,0.5
401752774,2025,13,Auburn,Mercer,-26.5,51.5,62,17,-14.5,27.5,35,17,-13.25,25.75,-1.25,1.75
401760419,2025,13,Wyoming,Nevada,-6.0,39.5,7,13,-3.5,20.5,0,7,-3.0,19.75,-0.5,0.75
401752773,2025,13,Alabama,Eastern Illinois,-50.5,57.5,56,0,-27.5,30.5,28,0,-25.25,28.75,-2.25,1.75
401762867,2025,13,Toledo,Ball State,-29.5,45.5,38,9,-16.5,24.5,24,3,-14.75,22.75,-1.75,1.75
401757306,2025,13,Kennesaw State,Missouri State,-6.5,54.0,41,34,-3.5,27.5,14,13,-3.25,27.0,-0.25,0.5
401757307,2025,13,Louisiana Tech,Liberty,1.5,45.5,34,28,0.5,22.5,7,13,0.75,22.75,-0.25,-0.25
401757175,2025,13,Florida Atlantic,UConn,6.0,64.0,45,48,3.5,31.5,17,27,3.0,32.0,0.5,-0.5
401762511,2025,13,UAB,South Florida,21.5,68.5,18,48,11.5,35.5,10,17,10.75,34.25,0.75,1.25
401757308,2025,13,Middle Tennessee,Sam Houston,-6.5,53.5,31,17,-3.5,26.5,10,10,-3.25,26.75,-0.25,-0.25
401757309,2025,13,UTEP,New Mexico State,-4.0,44.5,31,34,-2.5,21.5,21,21,-2.0,22.25,-0.5,-0.75
401752782,2025,13,Vanderbilt,Kentucky,-7.0,53.5,45,17,-4.5,27.5,24,3,-3.5,26.75,-1.0,0.75
401762513,2025,13,UTSA,East Carolina,2.0,62.5,58,24,0.5,31.5,34,3,1.0,31.25,-0.5,0.25
401752913,2025,13,Iowa,Michigan State,-17.5,43.0,20,17,-10.5,21.5,7,3,-8.75,21.5,-1.75,0.0
401752911,2025,13,Oregon,USC,-10.5,59.5,42,27,-6.5,30.5,28,14,-5.25,29.75,-1.25,0.75
401754600,2025,13,North Carolina,Duke,6.5,50.5,25,32,3.5,25.5,10,17,3.25,25.25,0.25,0.25
401752780,2025,13,Texas,Arkansas,-10.5,57.5,52,37,-4.5,28.5,24,20,-5.25,28.75,0.75,-0.25
401754604,2025,13,Notre Dame,Syracuse,-36.5,51.5,70,7,-22.5,28.5,49,0,-18.25,25.75,-4.25,2.75
401761658,2025,13,South Alabama,Southern Miss,2.5,53.0,42,35,0.5,26.5,21,7,1.25,26.5,-0.75,0.0
401762515,2025,13,Temple,Tulane,7.5,54.5,13,37,3.5,27.5,7,20,3.75,27.25,-0.25,0.25
401761660,2025,13,Troy,Georgia State,-9.5,51.0,31,19,-6.5,25.5,10,6,-4.75,25.5,-1.75,0.0
401756960,2025,13,Utah,Kansas State,-18.5,52.5,51,47,-9.5,27.5,21,31,-9.25,26.25,-0.25,1.25
401756959,2025,13,UCF,Oklahoma State,-13.5,47.5,17,14,-7.5,23.5,0,14,-6.75,23.75,-0.75,-0.25
401756957,2025,13,Houston,TCU,1.5,55.5,14,17,0.5,27.5,7,14,0.75,27.75,-0.25,-0.25
401752914,2025,13,Maryland,Michigan,14.0,46.5,20,45,7.5,23.5,10,21,7.0,23.25,0.5,0.25
401752779,2025,13,South Carolina,Coastal Carolina,-24.0,50.0,51,7,-13.5,26.5,37,0,-12.0,25.0,-1.5,1.5
401754605,2025,13,Clemson,Furman,-41.5,55.5,45,10,-21.5,30.5,31,3,-20.75,27.75,-0.75,2.75
401761659,2025,13,Texas State,UL Monroe,-20.5,59.5,31,14,-11.5,30.5,3,0,-10.25,29.75,-1.25,0.75
401754601,2025,13,Georgia Tech,Pittsburgh,-2.5,61.5,28,42,-1.5,30.5,14,28,-1.25,30.75,-0.25,-0.25
401760416,2025,13,Boise State,Colorado State,-17.5,46.5,49,21,-9.5,23.5,27,7,-8.75,23.25,-0.75,0.25
401760415,2025,13,Air Force,New Mexico,3.5,53.5,3,20,2.5,26.5,0,17,1.75,26.75,0.75,-0.25
401752908,2025,13,Penn State,Nebraska,-7.5,45.5,37,10,-4.5,22.5,23,3,-3.75,22.75,-0.75,-0.25
401752775,2025,13,Florida,Tennessee,3.5,57.5,11,31,2.5,28.5,0,31,1.75,28.75,0.75,-0.25
401752915,2025,13,Wisconsin,Illinois,8.5,42.5,27,10,4.5,21.5,10,7,4.25,21.25,0.25,0.25
401754599,2025,13,Stanford,California,4.5,47.5,31,10,2.5,23.5,14,10,2.25,23.75,0.25,-0.25
401762514,2025,13,Rice,North Texas,18.5,57.0,24,56,10.5,30.5,14,28,9.25,28.5,1.25,2.0
401752777,2025,13,LSU,Western Kentucky,-24.5,52.0,13,10,-13.5,27.5,7,3,-12.25,26.0,-1.25,1.5
401756956,2025,13,Colorado,Arizona State,7.0,47.5,17,42,3.5,23.5,7,13,3.5,23.75,0.0,-0.25
401756955,2025,13,Cincinnati,BYU,2.5,56.5,14,26,0.5,27.5,7,10,1.25,28.25,-0.75,-0.75
401752910,2025,13,UCLA,Washington,10.5,51.5,14,48,6.5,26.5,0,20,5.25,25.75,1.25,0.75
401760417,2025,13,Fresno State,Utah State,-1.5,50.5,17,28,-0.5,24.5,17,7,-0.75,25.25,0.25,-0.75
401762869,2025,14,Eastern Michigan,Western Michigan,10.0,49.0,21,31,5.5,24.5,7,17,5.0,24.5,0.5,0.0
401762516,2025,14,Memphis,Navy,-3.5,57.5,17,28,-2.5,28.5,17,14,-1.75,28.75,-0.75,-0.25
401762871,2025,14,Northern Illinois,Kent State,-5.0,45.0,31,35,-2.5,21.5,21,17,-2.5,22.5,0.0,-1.0
401752916,2025,14,Nebraska,Iowa,5.5,38.5,16,40,3.5,19.5,16,24,2.75,19.25,0.75,0.25
401756964,2025,14,Kansas,Utah,10.5,59.5,21,31,6.5,30.5,7,10,5.25,29.75,1.25,0.75
401762870,2025,14,Buffalo,Ohio,7.0,44.5,26,31,3.5,21.5,7,21,3.5,22.25,0.0,-0.75
401752788,2025,14,Mississippi State,Ole Miss,7.5,62.5,19,38,4.5,30.5,10,21,3.75,31.25,0.75,-0.75
401760421,2025,14,Colorado State,Air Force,2.5,47.5,21,42,0.5,23.5,7,21,1.25,23.75,-0.75,-0.25
401752786,2025,14,Georgia Tech,Georgia,15.5,59.5,9,16,9.5,30.5,3,13,7.75,29.75,1.75,0.75
401762442,2025,14,North Texas,Temple,-20.0,65.5,52,25,-11.5,33.5,35,7,-10.0,32.75,-1.5,0.75
401760426,2025,14,New Mexico,San Diego State,1.5,41.5,23,17,0.5,20.5,10,14,0.75,20.75,-0.25,-0.25
401760422,2025,14,Utah State,Boise State,1.5,54.5,24,25,0.5,27.5,21,13,0.75,27.25,-0.25,0.25
401752924,2025,14,Purdue,Indiana,28.5,53.5,3,56,16.5,28.5,3,28,14.25,26.75,2.25,1.75
401752792,2025,14,Texas,Texas A&M,2.5,54.5,27,17,0.5,26.5,3,10,1.25,27.25,-0.75,-0.75
401756961,2025,14,Arizona State,Arizona,2.0,48.5,7,23,0.5,23.5,7,3,1.0,24.25,-0.5,-0.75
401762875,2025,14,Miami (OH),Ball State,-16.5,40.5,45,24,-9.5,20.5,31,10,-8.25,20.25,-1.25,0.25
401752921,2025,14,Michigan,Ohio State,9.5,43.5,9,27,5.5,21.5,9,17,4.75,21.75,0.75,-0.25
401756966,2025,14,Oklahoma State,Iowa State,13.5,47.5,13,20,7.5,23.5,7,10,6.75,23.75,0.75,-0.25
401752790,2025,14,South Carolina,Clemson,-2.5,45.5,14,28,-0.5,22.5,14,17,-1.25,22.75,0.75,-0.25
401756965,2025,14,Kansas State,Colorado,-16.5,50.5,24,14,-9.5,26.5,7,7,-8.25,25.25,-1.25,1.25
401752787,2025,14,Louisville,Kentucky,-1.0,45.5,41,0,0.5,22.5,20,0,-0.5,22.75,1.0,-0.25
401754611,2025,14,Pittsburgh,Miami,6.5,49.5,7,38,3.5,24.5,7,17,3.25,24.75,0.25,-0.25
401756962,2025,14,Baylor,Houston,-2.5,57.5,24,31,-0.5,28.5,9,17,-1.25,28.75,0.75,-0.25
401756968,2025,14,West Virginia,Texas Tech,24.5,53.5,0,49,13.5,28.5,0,28,12.25,26.75,1.25,1.75
401762872,2025,14,Central Michigan,Toledo,11.5,46.5,3,21,6.5,23.5,3,0,5.75,23.25,0.75,0.25
401762519,2025,14,Florida Atlantic,East Carolina,6.5,66.5,3,42,3.5,34.5,3,42,3.25,33.25,0.25,1.25
401757311,2025,14,Sam Houston,Florida International,10.5,50.5,16,56,6.5,25.5,10,28,5.25,25.25,1.25,0.25
401756963,2025,14,BYU,UCF,-17.5,46.5,41,21,-9.5,23.5,17,14,-8.75,23.25,-0.75,0.25
401757310,2025,14,Delaware,UTEP,-4.5,55.5,61,31,-2.5,27.5,31,20,-2.25,27.75,-0.25,-0.25
401761663,2025,14,Marshall,Georgia Southern,-10.5,61.5,19,24,-6.5,31.5,6,14,-5.25,30.75,-1.25,0.75
401757314,2025,14,Missouri State,Louisiana Tech,-2.5,45.0,30,42,-1.5,22.5,10,14,-1.25,22.5,-0.25,0.0
401757312,2025,14,Jacksonville State,Western Kentucky,1.5,56.5,37,34,0.5,27.5,24,28,0.75,28.25,-0.25,-0.75
401761664,2025,14,Old Dominion,Georgia State,-29.0,58.5,27,10,-17.5,31.5,10,10,-14.5,29.25,-3.0,2.25
401761665,2025,14,Louisiana,UL Monroe,-10.5,47.5,30,27,-6.5,23.5,17,13,-5.25,23.75,-1.25,-0.25
401754608,2025,14,Syracuse,Boston College,2.5,54.5,12,34,1.5,26.5,6,6,1.25,27.25,0.25,-0.75
401757315,2025,14,New Mexico State,Middle Tennessee,-3.5,52.0,24,31,-2.5,26.5,7,14,-1.75,26.0,-0.75,0.5
401762517,2025,14,Tulsa,UAB,-9.0,56.5,24,31,-5.5,27.5,17,10,-4.5,28.25,-1.0,-0.75
401761667,2025,14,Texas State,South Alabama,-9.5,62.5,49,26,-6.5,31.5,21,7,-4.75,31.25,-1.75,0.25
401762441,2025,14,UTSA,Army,-8.5,50.5,24,27,-4.5,24.5,10,17,-4.25,25.25,-0.25,-0.75
401756967,2025,14,TCU,Cincinnati,-3.0,58.5,45,23,-1.5,29.5,31,17,-1.5,29.25,0.0,0.25
401752917,2025,14,Washington,Oregon,6.5,51.5,14,26,3.5,25.5,7,13,3.25,25.75,0.25,-0.25
401757313,2025,14,Liberty,Kennesaw State,2.5,55.5,42,48,1.5,27.5,14,14,1.25,27.75,0.25,-0.25
401752918,2025,14,Minnesota,Wisconsin,2.5,38.5,17,7,0.5,18.5,10,7,1.25,19.25,-0.75,-0.75
401752920,2025,14,Rutgers,Penn State,14.5,55.5,36,40,7.5,28.5,21,24,7.25,27.75,0.25,0.75
401761666,2025,14,Southern Miss,Troy,-6.5,50.5,18,28,-3.5,24.5,3,14,-3.25,25.25,-0.25,-0.75
401752791,2025,14,Tennessee,Vanderbilt,-2.5,66.5,24,45,-0.5,32.5,21,21,-1.25,33.25,0.75,-0.75
401754610,2025,14,Duke,Wake Forest,-2.5,54.0,49,32,-0.5,27.5,21,17,-1.25,27.0,0.75,0.5
401752783,2025,14,Arkansas,Missouri,4.5,54.5,17,31,2.5,27.5,17,14,2.25,27.25,0.25,0.25
401752789,2025,14,Oklahoma,LSU,-11.5,36.5,17,13,-6.5,17.5,3,3,-5.75,18.25,-0.75,-0.75
401761662,2025,14,Coastal Carolina,James Madison,24.0,54.5,10,59,13.5,28.5,10,20,12.0,27.25,1.5,1.25
401752785,2025,14,Florida,Florida State,1.5,48.5,40,21,-0.5,24.5,17,14,0.75,24.25,-1.25,0.25
401752923,2025,14,Michigan State,Maryland,-4.0,49.5,38,28,-2.5,23.5,24,7,-2.0,24.75,-0.5,-1.25
401754613,2025,14,Virginia,Virginia Tech,-9.5,53.5,27,7,-5.5,26.5,14,0,-4.75,26.75,-0.75,-0.25
401762520,2025,14,South Florida,Rice,-28.5,57.5,52,3,-16.5,30.5,28,3,-14.25,28.75,-2.25,1.75
401752922,2025,14,Illinois,Northwestern,-7.0,44.5,20,13,-3.5,21.5,14,10,-3.5,22.25,0.0,-0.75
401752784,2025,14,Auburn,Alabama,7.0,48.5,20,27,3.5,23.5,6,17,3.5,24.25,0.0,-0.75
401752919,2025,14,USC,UCLA,-21.0,59.0,29,10,-12.5,30.5,7,10,-10.5,29.5,-2.0,1.0
401762518,2025,14,Tulane,Charlotte,-31.5,52.5,27,0,-17.5,28.5,21,0,-15.75,26.25,-1.75,2.25
401754609,2025,14,California,SMU,13.5,53.5,38,35,7.5,27.5,17,7,6.75,26.75,0.75,0.75
401760425,2025,14,Nevada,UNLV,7.5,53.0,17,42,4.5,26.5,3,28,3.75,26.5,0.75,0.0
401754614,2025,14,Stanford,Notre Dame,32.5,50.5,20,49,18.5,27.5,3,35,16.25,25.25,2.25,2.25
401760424,2025,14,Hawai'i,Wyoming,-8.5,45.0,27,7,-5.5,22.5,20,7,-4.25,22.5,-1.25,0.0
401777329,2025,15,Western Michigan,Miami (OH),-2.5,44.5,23,13,-0.5,20.5,16,6,-1.25,22.25,0.75,-1.75
401777351,2025,15,Alabama,Georgia,1.5,48.5,7,28,0.5,23.5,0,14,0.75,24.25,-0.25,-0.75
401777353,2025,15,Ohio State,Indiana,-3.5,45.5,10,13,-2.5,22.5,10,6,-1.75,22.75,-0.75,-0.25
401777328,2025,15,Virginia,Duke,-3.5,58.5,20,27,-2.5,28.5,7,14,-1.75,29.25,-0.75,-0.75
401754528,2025,2,Louisville,James Madison,-15.0,57.0,28,14,-9.5,27.5,6,7,-7.5,28.5,-2.0,-1.0
401752817,2025,2,Northwestern,Western Illinois,-30.5,48.5,42,7,-17.5,27.5,22,0,-15.25,24.25,-2.25,3.25
401752826,2025,2,Maryland,Northern Illinois,-17.0,44.5,20,9,-9.5,22.5,10,3,-8.5,22.25,-1.0,0.25
401760363,2025,2,Boise State,Eastern Washington,-33.5,60.5,51,14,-18.5,31.5,30,7,-16.75,30.25,-1.75,1.25
401757227,2025,2,Jacksonville State,Liberty,6.0,50.5,34,24,3.5,24.5,17,10,3.0,25.25,0.5,-0.75
401752825,2025,2,Duke,Illinois,2.5,49.0,19,45,0.5,23.5,13,14,1.25,24.5,-0.75,-1.0
401752812,2025,2,Indiana,Kennesaw State,-35.5,51.5,56,9,-21.5,28.5,21,6,-17.75,25.75,-3.75,2.75
401754529,2025,2,Pittsburgh,Central Michigan,-21.5,48.5,45,17,-13.5,24.5,24,10,-10.75,24.25,-2.75,0.25
401752822,2025,2,Iowa State,Iowa,-1.5,43.0,16,13,-1.5,20.5,13,10,-0.75,21.5,-0.75,-1.0
401754621,2025,2,Florida State,East Texas A&M,-43.5,56.5,77,3,-26.5,32.5,49,0,-21.75,28.25,-4.75,4.25
401756885,2025,2,Texas Tech,Kent State,-48.5,60.0,62,14,-28.5,35.5,48,0,-24.25,30.0,-4.25,5.5
401752811,2025,2,Penn State,Florida International,-42.0,53.5,34,0,-26.5,30.5,10,0,-21.0,26.75,-5.5,3.75
401752813,2025,2,Minnesota,Northwestern State,-43.0,50.5,66,0,-24.5,29.5,59,0,-21.5,25.25,-3.0,4.25
401754618,2025,2,Syracuse,UConn,-7.0,57.5,27,20,-3.5,27.5,6,14,-3.5,28.75,0.0,-1.25
401752694,2025,2,Texas A&M,Utah State,-34.5,57.5,44,22,-20.5,30.5,30,6,-17.25,28.75,-3.25,1.75
401762462,2025,2,Temple,Howard,-28.0,47.0,55,7,-14.5,24.5,31,7,-14.0,23.5,-0.5,1.0
401754620,2025,2,Wake Forest,Western Carolina,-17.5,60.5,42,10,-11.5,34.5,21,3,-8.75,30.25,-2.75,4.25
401752685,2025,2,Georgia,Austin Peay,-47.0,55.5,28,6,-26.5,31.5,14,3,-23.5,27.75,-3.0,3.75
401760366,2025,2,New Mexico,Idaho State,-17.5,60.0,32,22,-9.5,31.5,14,10,-8.75,30.0,-0.75,1.5
401756881,2025,2,Colorado,Delaware,-23.5,49.5,31,7,-13.5,26.5,17,7,-11.75,24.75,-1.75,1.75
401752692,2025,2,Tennessee,East Tennessee State,-39.5,58.5,72,17,-22.5,30.5,48,7,-19.75,29.25,-2.75,1.25
401752937,2025,2,Oregon State,Fresno State,-1.0,45.5,27,36,-0.5,21.5,15,20,-0.5,22.75,0.0,-1.25
401761603,2025,2,UTSA,Texas State,-4.5,64.5,36,43,-2.5,33.5,14,19,-2.25,32.25,-0.25,1.25
401752824,2025,2,Oregon,Oklahoma State,-28.5,55.5,69,3,-17.5,29.5,41,3,-14.25,27.75,-3.25,1.75
401752818,2025,2,Rutgers,Miami (OH),-15.5,45.5,45,17,-7.5,22.5,24,10,-7.75,22.75,0.25,-0.25
401762458,2025,2,Navy,UAB,-20.5,59.0,38,24,-11.5,30.5,24,24,-10.25,29.5,-1.25,1.0
401756880,2025,2,Cincinnati,Bowling Green,-21.5,46.5,34,20,-12.5,23.5,21,3,-10.75,23.25,-1.75,0.25
401752686,2025,2,Kentucky,Ole Miss,8.0,51.5,23,30,5.5,24.5,13,17,4.0,25.75,1.5,-1.25
401754622,2025,2,Georgia Tech,Gardner-Webb,-37.5,60.5,59,12,-20.5,32.5,28,6,-18.75,30.25,-1.75,2.25
401754637,2025,2,Clemson,Troy,-31.0,51.5,27,16,-18.5,27.5,3,16,-15.5,25.75,-3.0,1.75
401762461,2025,2,Western Michigan,North Texas,12.0,56.0,30,33,6.5,28.5,17,7,6.0,28.0,0.5,0.5
401752815,2025,2,Ohio State,Grambling,-55.5,62.5,70,0,-30.5,35.5,35,0,-27.75,31.25,-2.75,4.25
401762794,2025,2,Buffalo,St. Francis (PA),-37.0,48.0,45,6,-21.5,27.5,24,0,-18.5,24.0,-3.0,3.5
401752689,2025,2,Missouri,Kansas,-7.0,51.0,42,31,-3.5,24.5,21,21,-3.5,25.5,0.0,-1.0
401752820,2025,2,Wisconsin,Middle Tennessee,-28.5,45.5,42,10,-16.5,24.5,14,10,-14.25,22.75,-2.25,1.75
401756883,2025,2,Ohio,West Virginia,3.5,58.5,17,10,2.5,28.5,17,7,1.75,29.25,0.75,-0.75
401760367,2025,2,Wyoming,Northern Iowa,-14.0,47.5,31,7,-7.5,23.5,17,7,-7.0,23.75,-0.5,-0.25
401752684,2025,2,Florida,South Florida,-18.5,58.0,16,18,-10.5,30.5,9,6,-9.25,29.0,-1.25,1.5
401760365,2025,2,Nevada,Sacramento State,-8.0,56.0,20,17,-4.5,27.5,13,17,-4.0,28.0,-0.5,-0.5
401761602,2025,2,Southern Miss,Jackson State,-13.5,53.0,38,20,-9.5,29.5,17,10,-6.75,26.5,-2.75,3.0
401752682,2025,2,Arkansas,Arkansas State,-23.5,62.0,56,14,-13.5,32.5,35,14,-11.75,31.0,-1.75,1.5
401762459,2025,2,East Carolina,Campbell,-30.0,56.0,56,3,-17.5,30.5,35,3,-15.0,28.0,-2.5,2.5
401761599,2025,2,Old Dominion,North Carolina Central,-22.0,50.5,54,6,-12.5,25.5,16,3,-11.0,25.25,-1.5,0.25
401756887,2025,2,Utah,Cal Poly,-42.5,53.5,63,9,-24.5,30.5,35,6,-21.25,26.75,-3.25,3.75
401762460,2025,2,Florida Atlantic,Florida A&M,-21.0,51.0,56,14,-12.5,26.5,39,0,-10.5,25.5,-2.0,1.0
401757228,2025,2,Marshall,Missouri State,-7.0,53.5,20,21,-4.5,27.5,17,7,-3.5,26.75,-1.0,0.75
401754530,2025,2,California,Texas Southern,-44.5,54.5,35,3,-25.5,30.5,11,0,-22.25,27.25,-3.25,3.25
401760364,2025,2,Colorado State,Northern Colorado,-35.0,52.5,21,17,-20.5,30.5,0,10,-17.5,26.25,-3.0,4.25
401754641,2025,2,Miami,Bethune-Cookman,-54.5,64.5,45,3,-31.5,36.5,28,3,-27.25,32.25,-4.25,4.25
401757232,2025,2,Toledo,Western Kentucky,-8.5,57.5,45,21,-4.5,28.5,31,7,-4.25,28.75,-0.25,-0.25
401761598,2025,2,Georgia State,Memphis,14.5,57.5,16,38,7.5,28.5,16,17,7.25,28.75,0.25,-0.25
401756882,2025,2,Kansas State,Army,-17.0,48.5,21,24,-9.5,24.5,13,7,-8.5,24.25,-1.0,0.25
401761601,2025,2,South Alabama,Tulane,13.5,51.5,31,33,7.5,26.5,14,24,6.75,25.75,0.75,0.75
401756886,2025,2,UCF,North Carolina A&T,-38.0,51.0,68,7,-21.5,28.5,40,0,-19.0,25.5,-2.5,3.0
401756884,2025,2,Rice,Houston,13.5,38.5,9,35,7.5,19.5,3,7,6.75,19.25,0.75,0.25
401752819,2025,2,Purdue,Southern Illinois,-19.5,52.0,34,17,-11.5,27.5,24,14,-9.75,26.0,-1.75,1.5
401752690,2025,2,Oklahoma,Michigan,-3.0,47.5,24,13,-2.5,20.5,14,0,-1.5,23.75,-1.0,-3.25
401752810,2025,2,Nebraska,Akron,-34.0,47.5,68,0,-20.5,26.5,33,0,-17.0,23.75,-3.5,2.75
401754527,2025,2,Charlotte,North Carolina,16.5,49.5,3,20,7.5,24.5,3,17,8.25,24.75,-0.75,-0.25
401752695,2025,2,Virginia Tech,Vanderbilt,-2.5,46.5,20,44,-0.5,21.5,20,10,-1.25,23.25,0.75,-1.75
401752816,2025,2,Michigan State,Boston College,-3.5,45.5,42,40,-2.5,22.5,14,21,-1.75,22.75,-0.75,-0.25
401752683,2025,2,Auburn,Ball State,-43.0,52.5,42,3,-26.5,30.5,21,0,-21.5,26.25,-5.0,4.25
401752814,2025,2,USC,Georgia Southern,-29.0,61.5,59,20,-17.5,33.5,31,13,-14.5,30.75,-3.0,2.75
401752687,2025,2,LSU,Louisiana Tech,-36.5,49.5,23,7,-21.5,27.5,10,0,-18.25,24.75,-3.25,2.75
401761597,2025,2,Coastal Carolina,Charleston Southern,-28.5,49.0,13,0,-16.5,27.5,3,0,-14.25,24.5,-2.25,3.0
